benchmark,solver,score
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__005.smt2.slack.smt2,CVC4-sq-final,0.055173
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-14-44.smt2,Yices 2.6.2 for SMTCOMP2020,3.39344
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-14-44.smt2,MathSAT5,136.976
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__005.smt2.slack.smt2,z3-4.8.8,0.0800919
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__005.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,0.0131109
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__005.smt2.slack.smt2,MathSAT5,0.0372891
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__004.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__004.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__004.smt2.slack.smt2,CVC4-sq-final,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__004.smt2.slack.smt2,z3-4.8.8,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__004.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__004.smt2.slack.smt2,MathSAT5,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__003.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__003.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,28.0966
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__003.smt2.slack.smt2,CVC4-sq-final,0.0480281
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__003.smt2.slack.smt2,z3-4.8.8,7.15897
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__003.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__003.smt2.slack.smt2,MathSAT5,0.038822
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__005.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__005.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__005.smt2.slack.smt2,CVC4-sq-final,156.409
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__005.smt2.slack.smt2,z3-4.8.8,0.166484
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__005.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__005.smt2.slack.smt2,MathSAT5,0.042169
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__004.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__004.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__004.smt2.slack.smt2,CVC4-sq-final,65.1905
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__004.smt2.slack.smt2,z3-4.8.8,0.091945
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__004.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__004.smt2.slack.smt2,MathSAT5,0.038251
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__002.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__002.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__002.smt2.slack.smt2,CVC4-sq-final,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__002.smt2.slack.smt2,z3-4.8.8,7.1284
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__002.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__002.smt2.slack.smt2,MathSAT5,0.04564
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__003.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__003.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,78.9698
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__003.smt2.slack.smt2,CVC4-sq-final,0.0478931
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__003.smt2.slack.smt2,z3-4.8.8,0.148909
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__003.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__003.smt2.slack.smt2,MathSAT5,0.0356481
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-40/c40_problem__006.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-40/c40_problem__006.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,42.8122
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-40/c40_problem__006.smt2.slack.smt2,CVC4-sq-final,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-40/c40_problem__006.smt2.slack.smt2,z3-4.8.8,0.0794911
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-40/c40_problem__006.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-40/c40_problem__006.smt2.slack.smt2,MathSAT5,0.0471829
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-19-45.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-19-45.smt2,smtinterpol-2.5-671-g6d0a7c6e,67.6504
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-19-45.smt2,CVC4-sq-final,24.6721
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-19-45.smt2,z3-4.8.8,102.148
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-50/c50_problem__005.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-19-45.smt2,Yices 2.6.2 for SMTCOMP2020,5.13548
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-19-45.smt2,MathSAT5,163.792
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-50/c50_problem__005.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,794.641
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-50/c50_problem__005.smt2.slack.smt2,CVC4-sq-final,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-50/c50_problem__005.smt2.slack.smt2,z3-4.8.8,23.848
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-50/c50_problem__005.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-50/c50_problem__005.smt2.slack.smt2,MathSAT5,0.05545
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__032.smt2.slack.smt2,veriT,1.11935
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__032.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__032.smt2.slack.smt2,CVC4-sq-final,0.395148
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__032.smt2.slack.smt2,z3-4.8.8,0.164616
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__032.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__032.smt2.slack.smt2,MathSAT5,0.276287
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__022.smt2.slack.smt2,veriT,0.783911
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__022.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,125.611
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__022.smt2.slack.smt2,CVC4-sq-final,0.361531
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__022.smt2.slack.smt2,z3-4.8.8,0.142283
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__022.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__022.smt2.slack.smt2,MathSAT5,0.762116
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__033.smt2.slack.smt2,veriT,19.6267
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__033.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__033.smt2.slack.smt2,CVC4-sq-final,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__033.smt2.slack.smt2,z3-4.8.8,1.5091
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__033.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__033.smt2.slack.smt2,MathSAT5,0.135855
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__028.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__028.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,1.28306
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__028.smt2.slack.smt2,CVC4-sq-final,2.16443
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-5-48.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-5-48.smt2,smtinterpol-2.5-671-g6d0a7c6e,45.1177
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__028.smt2.slack.smt2,z3-4.8.8,0.589159
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-5-48.smt2,CVC4-sq-final,37.434
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__028.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-5-48.smt2,z3-4.8.8,77.0178
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-5-48.smt2,Yices 2.6.2 for SMTCOMP2020,1.79713
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__028.smt2.slack.smt2,MathSAT5,0.242018
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-5-48.smt2,MathSAT5,232.385
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2,veriT,0.133433
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,0.737571
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2,CVC4-sq-final,0.0803489
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2,z3-4.8.8,0.0869599
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,0.0149819
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2,MathSAT5,0.036366
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__021.smt2.slack.smt2,veriT,3.31431
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__021.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__021.smt2.slack.smt2,CVC4-sq-final,4.71591
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__021.smt2.slack.smt2,z3-4.8.8,0.0913829
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__021.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__021.smt2.slack.smt2,MathSAT5,0.221083
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__018.smt2.slack.smt2,veriT,2.95497
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__018.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__018.smt2.slack.smt2,CVC4-sq-final,1.80403
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__018.smt2.slack.smt2,z3-4.8.8,0.143063
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__018.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,231.823
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem__018.smt2.slack.smt2,MathSAT5,0.140999
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__031.smt2.slack.smt2,veriT,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__031.smt2.slack.smt2,smtinterpol-2.5-671-g6d0a7c6e,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__031.smt2.slack.smt2,CVC4-sq-final,4800
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__031.smt2.slack.smt2,z3-4.8.8,1.1847
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__031.smt2.slack.smt2,Yices 2.6.2 for SMTCOMP2020,0.802402
benchmarks/smt-lib/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__031.smt2.slack.smt2,MathSAT5,0.47785
benchmarks/smt-lib/non-incremental/QF_LIA/nec-smt/large/checkpass_pwd/prp-5-46.smt2,veriT,4800
